,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
6168,Inferential_Statistics/vufgb-multiplelinearregression-009-en,vufgb-multiplelinearregression-009-en,"
A student investigates the relationship between secure attachment representation of mothers (Secure), their depressive complaints (depr) and the confidence in their own role as a mother (effic). 
The student has a sample of 30 mothers, and ran a multiple regression on this sample. A part of the results is in the table underneath. Carry out a two-sided test for the regression coefficient of the attachment representation of mothers (Secure), and draw a conclusion.

![](vufgb-multiplelinearregression-009-en-table01.jpg)
  
Answerlist
----------
* $t = 3.83, \; df = 28, \; p < .002$; de regression coefficient deviates significantly from 0  
* $t = 3.83, \; df = 27, \; p < .002$; de regression coefficient deviates significantly from 0
* $t = 3.83, \; df = 28, \; .002 < p < .05$; de regression coefficient deviates significantly from 0
* $t = 3.83, \; df = 27, \; .002 < p < .05$; de regression coefficient deviates significantly from 0 
",schoice,Inferential Statistics/Regression/Multiple linear regression,Performing analysis,NA,English,Statistical Reasoning,c5647,Inferential Statistics/Multiple linear regression,2026-01-12
6216,Inferential_Statistics/vufgb-multiplelinearregression-034-en,vufgb-multiplelinearregression-034-en,"  
In a sample of 100 individuals, a multiple regression model with two predictors and the interaction between predictors is estimated. The *b* of the interaction term is 0.75, the *se* is 0.50.
Test for significant interaction. 
Answerlist
----------
* $t(df = 96) = 1.50,\;0.05 < p < 0.10$. Interaction is not significant.
* $t(df = 96) = 1.50,\;0.10 < p < 0.20$. Interaction is not significant.
* $t(df = 96) = 2.25,\;0.02 < p < 0.05$. Interaction is significant.
* $t(df = 96) = 2.25,\;0.01 < p < 0.025$. Interaction is significant.
",schoice,"Inferential Statistics/Regression/Multiple linear regression, Inferential Statistics/Regression/Multiple linear regression/Moderation",Performing analysis,NA,English,Statistical Thinking,d676c,Inferential Statistics/Multiple linear regression,2026-01-12
6217,Inferential_Statistics/vufgb-multiplelinearregression-034-nl,vufgb-multiplelinearregression-034-nl,"  
In een steekproef van 100 personen wordt een meervoudig regressiemodel met twee predictoren en de interactie tussen predictoren geschat. De *b* van de interactie-term is 0.75, de *se* is 0.50. 
Toets of er sprake is van significante interactie.
  
Answerlist
----------
* $t(df = 96) = 1.50,\;0.05 < p < 0.10$. Interactie is niet significant.
* $t(df = 96) = 1.50,\;0.10 < p < 0.20$. Interactie is niet significant.
* $t(df = 96) = 2.25,\;0.02 < p < 0.05$. Interactie is significant.
* $t(df = 96) = 2.25,\;0.01 < p < 0.025$. Interactie is significant.
",schoice,"Inferential Statistics/Regression/Multiple linear regression, Inferential Statistics/Regression/Multiple linear regression/Moderation",Performing analysis,NA,Dutch,Statistical Thinking,daaa0,Inferential Statistics/Multiple linear regression,2026-01-12
6220,Inferential_Statistics/vufgb-multiplelinearregression-036-en,vufgb-multiplelinearregression-036-en,"
In a sample of 50 children from youth services, we examine whether there is an association between the number of traumatic events experienced and internalizing behavior problems. Age is controlled for in the multiple regression analysis.
Using the data in the SPSS table below, test whether the above relationship is significant.
![](vufgb-multiplelinearregression-036-nl-table01.jpg)
  
Answerlist
----------
* $t = 3.97,\;df = 47,\;p < .001$
* $t = 3.97,\;df = 48,\;p < .001$
* $t = 0.95,\;df = 47,\;p > .05$
* $t = 0.95,\;df = 48,\;p > .05$
",schoice,Inferential Statistics/Regression/Multiple linear regression,"Performing analysis, Interpreting output",SPSS,English,Statistical Thinking,c466b,Inferential Statistics/Multiple linear regression,2026-01-12
6221,Inferential_Statistics/vufgb-multiplelinearregression-036-nl,vufgb-multiplelinearregression-036-nl,"
In een steekproef van 50 kinderen uit de jeugdhulpverlening wordt onderzocht of er een verband is tussen het aantal meegemaakte traumatische gebeurtenissen en internaliserende gedragsproblemen. In de meervoudige regressieanalyse wordt gecontroleerd voor leeftijd.
Toets aan hand van de gegevens in onderstaande SPSS tabel of het bovengenoemde verband significant is.
![](vufgb-multiplelinearregression-036-nl-table01.jpg)
  
Answerlist
----------
* $t = 3.97,\;df = 47,\;p < .001$
* $t = 3.97,\;df = 48,\;p < .001$
* $t = 0.95,\;df = 47,\;p > .05$
* $t = 0.95,\;df = 48,\;p > .05$
",schoice,Inferential Statistics/Regression/Multiple linear regression,"Performing analysis, Interpreting output",SPSS,Dutch,Statistical Thinking,e72a0,Inferential Statistics/Multiple linear regression,2026-01-12
6223,Inferential_Statistics/vufgb-multiplelinearregression-038-en,vufgb-multiplelinearregression-038-en,"
A student, for her b-thesis, examines the relationship between secure attachment representation of mothers (HECHT), their depressive symptoms (DEPR) and confidence in their own role as mothers (EFFIC). She has a sample of 30 mothers, and conducted a multiple regression on this dataset. Some of the results are shown in the table below.
Construct a two-sided test for the regression coefficient of attachment representation of mothers (HECHT), and draw a conclusion.
![](vufgb-multiplelinearregression-038-nl-table01.jpg)
  
Answerlist
----------
* $t = 3.83, \; df = 28, \; p<.002$ ; the regression coefficient deviates significantly from 0
* $t = 3.83, \; df = 27, \; p<.002$ ; the regression coefficient deviates significantly from 0
* $t = 3.83, \; df = 28, \; .002<p<.05$ ; the regression coefficient deviates significantly from 0
* $t = 3.83, \; df = 27, \; .002<p<.05$ ; the regression coefficient deviates significantly from 0
",schoice,Inferential Statistics/Regression/Multiple linear regression,Performing analysis,NA,English,Statistical Reasoning,f10bb,Inferential Statistics/Multiple linear regression,2026-01-12
6224,Inferential_Statistics/vufgb-multiplelinearregression-038-nl,vufgb-multiplelinearregression-038-nl,"
Een studente onderzoekt voor haar b-these het verband tussen veilige 
gehechtheidsrepresentatie van moeders (HECHT), hun depressieve klachten (DEPR) en het vertrouwen in hun eigen rol als moeder (EFFIC). Zij beschikt over een steekproef van 30 moeders, en voerde op deze dataset een multipele regressie uit. Een deel van de resultaten staat in onderstaande tabel.
Stel een tweezijdige toets op voor de regressiecoefficient van gehechtheidsrepresentatie van moeders (HECHT), en trek een conclusie.
![](vufgb-multiplelinearregression-038-nl-table01.jpg)
  
Answerlist
----------
* $t = 3.83, \; df = 28, \; p<.002$ ; de regressiecoefficient wijkt significant van 0 af
* $t = 3.83, \; df = 27, \; p<.002$ ; de regressiecoefficient wijkt significant van 0 af
* $t = 3.83, \; df = 28, \; .002<p<.05$ ; de regressiecoefficient wijkt significant van 0 af
* $t = 3.83, \; df = 27, \; .002<p<.05$ ; de regressiecoefficient wijkt significant van 0 af
",schoice,Inferential Statistics/Regression/Multiple linear regression,Performing analysis,NA,Dutch,Statistical Reasoning,cbe3b,Inferential Statistics/Multiple linear regression,2026-01-12
6379,Inferential_Statistics/vufgb-onewayrepeatedmeasuresanova-001-en,vufgb-onewayrepeatedmeasuresanova-001-en,"Complete: ""To perform a repeated measures ANOVA in SPSS, the data set must have a ... format. This means that the repeated measures per ... are represented.""
",schoice,"Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA, Inferential Statistics/Parametric Techniques/ANOVA/Twoway repeated measures ANOVA",Performing analysis,NA,Dutch,Statistical Literacy,116cb,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
6380,Inferential_Statistics/vufgb-onewayrepeatedmeasuresanova-001-nl,vufgb-onewayrepeatedmeasuresanova-001-nl,"Vul aan: ""Om een herhaalde metingen ANOVA uit te voeren in SPSS, moet de dataset een ... formaat hebben. Dit betekent dat de herhaalde metingen per ... zijn weergegeven.""
",schoice,"Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA, Inferential Statistics/Parametric Techniques/ANOVA/Twoway repeated measures ANOVA",Performing analysis,NA,Dutch,Statistical Literacy,619ed,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
6794,Inferential_Statistics/vufgb-tstatistic-004-en,vufgb-tstatistic-004-en,"
The SPSS table below shows the results of a multiple regression analysis with no interaction. Perform a *t* test to determine if there is an association between Anxiety Disposition and Anxiety at Presentation, statistically controlled for Age (*N* = 412).
![](vufgb-tstatistic-004-en-table01.jpg)
  
Answerlist
----------
* *t*=16.51 > 1.96, so there is a correlation.
* 1.96 < *t*=16.51, so there is no correlation.
* *t*=16.26 > 1.96, so there is a correlation.
* 1.96 < *t*=16.26, so there is no relationship.
",schoice,Inferential Statistics/NHST/Test statistic/t-statistic,Performing analysis,SPSS,English,Statistical Thinking,319f4,Inferential Statistics/t-statistic,2026-01-12
6795,Inferential_Statistics/vufgb-tstatistic-004-nl,vufgb-tstatistic-004-nl,"
In onderstaande SPSS-tabel staan de resultaten van een meervoudige regressieanalyse zonder interactie. Voer een *t*-toets uit om te bepalen of er een verband is tussen Angstdispositie en Angst bij presentatie, statistisch gecontroleerd voor Leeftijd (*N* = 412).
![](vufgb-tstatistic-004-nl-table01.jpg)
  
Answerlist
----------
* *t*=16.51 > 1.96, dus er is wel een verband.
* 1.96 < *t*=16.51, dus er is geen verband.
* *t*=16.26 > 1.96, dus er is wel een verband.
* 1.96 < *t*=16.26, dus er is geen verband.
",schoice,Inferential Statistics/NHST/Test statistic/t-statistic,Performing analysis,SPSS,Dutch,Statistical Thinking,84b4c,Inferential Statistics/t-statistic,2026-01-12
6937,Inferential_Statistics/vufsw-chi-squared_for_independence-1262-en,vufsw-chi-squared_for_independence-1262-en,"The table below describes data from a survey held at a museum.  
  
<table>
<colgroup>
<col style=""width: 20%"" />
<col style=""width: 20%"" />
<col style=""width: 20%"" />
<col style=""width: 20%"" />
<col style=""width: 20%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><br />
</td>
<td class=""tvcss_2"">Managerial position<br />
</td>
<td class=""tvcss_3"">Supporting function<br />
</td>
<td class=""tvcss_4"">Hired as a freelancer<br />
</td>
<td class=""tvcss_5"">Total</td>
</tr>
<tr class=""even"">
<td>Men</td>
<td class=""tvcss_2"">12</td>
<td class=""tvcss_3"">20</td>
<td class=""tvcss_4"">11</td>
<td class=""tvcss_5"">43</td>
</tr>
<tr class=""odd"">
<td>women</td>
<td class=""tvcss_2"">8</td>
<td class=""tvcss_3"">26</td>
<td class=""tvcss_4"">9</td>
<td class=""tvcss_5"">43</td>
</tr>
<tr class=""even"">
<td>Total</td>
<td class=""tvcss_2"">20</td>
<td class=""tvcss_3"">46</td>
<td class=""tvcss_4"">20</td>
<td class=""tvcss_5"">86</td>
</tr>
</tbody>
</table>
  
Are gender and type of job at this museum independent of each other?
Test with alpha = .05.
Answerlist
----------
* Yes, because the observed chi-squared is larger than the critical
  chi-squared.
* Yes, because the observed chi-square is smaller than the critical
  chi-square. .
",schoice,inferential statistics/parametric techniques/cross tables/chi-squared for independence,performing analysis,calculator,English,statistical thinking,32e40,inferential statistics/chi-squared for independence,2026-01-12
6938,Inferential_Statistics/vufsw-chi-squared_for_independence-1262-nl,vufsw-chi-squared_for_independence-1262-nl,"In de onderstaande tabel staan gegevens van een enquête in een museum.  
  
<tabel> <colgroep> <col style=""width: 20%"" /> <col style=""width: 20%"" /> <col style=""width: 20%"" /> <col style=""width: 20%"" /> <col style=""width: 20%"" /> </colgroep> <tbody> <tr class=""odd""> <td><br /> </td> <td class=""tvcss_2"">Managersfunctie<br /> </td> <td class=""tvcss_3"">Ondersteunende functie<br /> </td> <td class=""tvcss_4"">Aangenomen als freelancer<br /> </td> <td class=""tvcss_5"">Totaal</td> </tr> <tr class=""even""> <td>Mannen</td> <td class=""tvcss_2"">12</td> <td class=""tvcss_3"">20</td> <td class=""tvcss_4"">11</td> <td class=""tvcss_5"">43</td> </tr> <tr class=""odd""> <td>vrouwen</td> <td class=""tvcss_2"">8</td> <td class=""tvcss_3"">26</td> <td class=""tvcss_4"">9</td> <td class=""tvcss_5"">43</td> </tr> <tr class=""even""> <td>Totaal</td> <td class=""tvcss_2"">20</td> <td class=""tvcss_3"">46</td> <td class=""tvcss_4"">20</td> <td class=""tvcss_5"">86</td> </tr> </tbody> </table>
  
Zijn geslacht en type baan bij dit museum onafhankelijk van elkaar? Test met alfa = .05.
Answerlist
----------
* Ja, want de geobserveerde chi-kwadraat is groter dan de kritische chi-kwadraat. chi-kwadraat.
* Ja, want de waargenomen chi-kwadraat is kleiner dan de kritische chi-kwadraat. .
",schoice,inferential statistics/parametric techniques/cross tables/chi-squared for independence,performing analysis,calculator,Dutch,statistical thinking,38bea,inferential statistics/chi-squared for independence,2026-01-12
6949,Inferential_Statistics/vufsw-chi-squared-1166-en,vufsw-chi-squared-1166-en,"Given is the following crosstab with international data about a group of
students: the country in which someone lives in the rows and experience
with cannabis use in the columns. The values in the cells are the
actually observed frequencies (see table below).  
  
<table class=""tvcss_2 tvcss_3"">
<colgroup>
<col style=""width: 25%"" />
<col style=""width: 25%"" />
<col style=""width: 25%"" />
<col style=""width: 25%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td class=""tvcss_4"">Ever used Cannabis?<br />
</td>
<td class=""tvcss_5"">yes<br />
</td>
<td class=""tvcss_6"">no<br />
</td>
<td class=""tvcss_7"">total<br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_4"">The Netherlands<br />
</td>
<td class=""tvcss_5"">36<br />
</td>
<td class=""tvcss_6"">114<br />
</td>
<td class=""tvcss_7"">150<br />
</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_4"">France<br />
</td>
<td class=""tvcss_5"">56<br />
</td>
<td class=""tvcss_6"">104<br />
</td>
<td class=""tvcss_7"">160<br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_4"">Germany<br />
</td>
<td class=""tvcss_5"">40<br />
</td>
<td class=""tvcss_6"">118<br />
</td>
<td class=""tvcss_7"">158<br />
</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_4"">Italy<br />
</td>
<td class=""tvcss_5"">49<br />
</td>
<td class=""tvcss_6"">103<br />
</td>
<td class=""tvcss_7"">152<br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_4"">Total<br />
</td>
<td class=""tvcss_5"">181<br />
</td>
<td class=""tvcss_6"">439<br />
</td>
<td class=""tvcss_7"">620<br />
</td>
</tr>
</tbody>
</table>
  
Which of the following statements is / are true?  
  
I. The number of French school students who have ever used cannabis is
greater than the expected value for independence between country and
cannabis use.  
  
II. The number of observed Dutch students who have ever used cannabis is
greater than the expected number of independence between country and
cannabis use.
Answerlist
----------
* Only statement I is true
* Only statement II is true
* Both statements are true
* Neither statement is correct.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,English,statistical literacy,40814,inferential statistics/chi-squared,2026-01-12
6950,Inferential_Statistics/vufsw-chi-squared-1166-nl,vufsw-chi-squared-1166-nl,"Gegeven is de volgende kruistabel met internationale gegevens over een groep studenten: het land waarin iemand woont in de rijen en ervaring met cannabisgebruik in de kolommen. De waarden in de cellen zijn de werkelijk waargenomen frequenties (zie onderstaande tabel).  
  
<table class=""tvcss_2 tvcss_3""> <colgroup> <col style=""width: 25%"" /> <col style=""width: 25%"" /> <col style=""width: 25%"" /> <col style=""width: 25%"" /> </colgroup> <tbody> <tr class=""odd""> <td class=""tvcss_4"">Ooit Cannabis gebruikt? <br /> </td> <td class=""tvcss_5"">ja<br /> </td> <td class=""tvcss_6"">nee<br /> </td> <td class=""tvcss_7"">totaal<br /> </td> </tr> <tr class=""even""> <td class=""tvcss_4"">Nederland<br /> </td> <td class=""tvcss_5"">36<br /> </td> <td class=""tvcss_6"">114<br /> </td> <td class=""tvcss_7"">150<br /> </td> </tr> <tr class=""odd""> <td class=""tvcss_4"">Frankrijk<br /> </td> <td class=""tvcss_5"">56<br /> </td> <td class=""tvcss_6"">104<br /> </td> <td class=""tvcss_7"">160<br /> </td> </tr> <tr class=""even""> <td class=""tvcss_4"">Duitsland<br /> </td> <td class=""tvcss_5"">40<br /> </td> <td class=""tvcss_6"">118<br /> </td> <td class=""tvcss_7"">158<br /> </td> </tr> <tr class=""odd""> <td class=""tvcss_4"">Italië<br /> </td> <td class=""tvcss_5"">49<br /> </td> <td class=""tvcss_6"">103<br /> </td> <td class=""tvcss_7"">152<br /> </td> </tr> <tr class=""even""> <td class=""tvcss_4"">Totaal<br /> </td> <td class=""tvcss_5"">181<br /> </td> <td class=""tvcss_6"">439<br /> </td> <td class=""tvcss_7"">620<br /> </td> </tr> </tbody> </table>
  
Welke van de volgende stellingen is/zijn waar?  
  
I. Het aantal Franse scholieren dat ooit cannabis heeft gebruikt is groter dan de verwachte waarde voor de onafhankelijkheid tussen land en cannabisgebruik.  
  
II. Het aantal geobserveerde Nederlandse studenten dat ooit cannabis heeft gebruikt is groter dan het verwachte aantal onafhankelijk tussen land en cannabisgebruik.
Answerlist
----------
* Alleen Stelling I is waar.
* Alleen Stelling II is waar
* Beide stellingen zijn waar
* Geen van beide stellingen is juist.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,Dutch,statistical literacy,9fdb6,inferential statistics/chi-squared,2026-01-12
6953,Inferential_Statistics/vufsw-chi-squared-1219-en,vufsw-chi-squared-1219-en,"Consider the following contingency table with the variable income in the
rows and the variable job satisfaction in the columns. The values in the
cells are the observed frequencies. The values in parentheses are the
expected frequencies.  
  
<table class=""tvcss_2 tvcss_3 tvcss_4"">
<colgroup>
<col style=""width: 25%"" />
<col style=""width: 25%"" />
<col style=""width: 25%"" />
<col style=""width: 25%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td class=""tvcss_5""><br />
</td>
<td class=""tvcss_6""><br />
</td>
<td colspan=""2"" class=""tvcss_7 tvcss_8""><em>Job satisfaction</em><br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_5""><br />
</td>
<td class=""tvcss_6""><br />
</td>
<td class=""tvcss_9"">Unsatisfied</td>
<td class=""tvcss_10"">Satisfied</td>
</tr>
<tr class=""odd"">
<td rowspan=""3"" class=""tvcss_5 tvcss_11""><em>Income</em><br />
</td>
<td class=""tvcss_6"">Below modal</td>
<td class=""tvcss_9"">20 (15)</td>
<td class=""tvcss_10"">10 (15)</td>
</tr>
<tr class=""even"">
<td class=""tvcss_6"">Modal</td>
<td class=""tvcss_9"">20 (20)</td>
<td class=""tvcss_10"">20 (20)</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_6"">Above modal</td>
<td class=""tvcss_9"">10 (15)</td>
<td class=""tvcss_10"">20 (15)</td>
</tr>
</tbody>
</table>
  
Perform a Chi-square (*X*<sup>2</sup>) test for the data presented in
the table. What is the correct conclusion with α = 0.05?
Answerlist
----------
* There is a statistical association between income and satisfaction,
  because the observed *X*<sup>2</sup> is smaller than the critical
  *X*<sup>2</sup>.
* There is no statistical association between income and satisfaction,
  because the observed *X*<sup>2</sup> is smaller than the critical
  *X*<sup>2</sup>.
* There is a statistical association between income and satisfaction,
  because the observed *X*<sup>2</sup> is greater than the critical
  *X*<sup>2</sup>.
* There is no statistical association between income and satisfaction,
  because the observed *X*<sup>2</sup> is greater than the critical
  *X*<sup>2</sup>.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,English,statistical thinking,b295f,inferential statistics/chi-squared,2026-01-12
6954,Inferential_Statistics/vufsw-chi-squared-1219-nl,vufsw-chi-squared-1219-nl,"Beschouw de volgende contingentietabel met de variabele inkomen in de rijen en de variabele werktevredenheid in de kolommen. De waarden in de cellen zijn de waargenomen frequenties. De waarden tussen haakjes zijn de verwachte frequenties.  
  
<table class=""tvcss_2 tvcss_3 tvcss_4""> <colgroup> <col style=""width: 25%"" /> <col style=""width: 25%"" /> <col style=""width: 25%"" /> <col style=""width: 25%"" /> </colgroup> <tbody> <tr class=""odd""> <td class=""tvcss_5""><br /> </td> <td class=""tvcss_6""><br /> </td> <td colspan=""2"" class=""tvcss_7 tvcss_8""><em>Beroepstevredenheid</em><br /> </td> </tr> <tr class=""even""> <td class=""tvcss_5""><br /> </td> <td class=""tvcss_6""><br /> </td> <td class=""tvcss_9"">Ontevreden</td> <td class=""tvcss_10"">Tevreden</td> </tr> <tr class=""odd""> <td rowspan=""3"" class=""tvcss_5 tvcss_11""><em>Inkomen</em><br /> </td> <td class=""tvcss_6"">Naar beneden modaal</td> <td class=""tvcss_9"">20 (15)</td> <td class=""tvcss_10"">10 (15)</td> </tr> <tr class=""even""> <td class=""tvcss_6"">Modal</td> <td class=""tvcss_9"">20 (20)</td> <td class=""tvcss_10"">20 (20)</td> </tr> <tr class=""odd""> <td class=""tvcss_6"">Boven modaal</td> <td class=""tvcss_9"">10 (15)</td> <td class=""tvcss_10"">20 (15)</td> </tr> </tbody> </table>
  
Voer een Chi-kwadraattest (*X*<sup>2</sup>) uit voor de gegevens in de tabel. Wat is de juiste conclusie met α = 0,05?
Answerlist
----------
* Er is een statistisch verband tussen inkomen en tevredenheid, omdat de geobserveerde *X*<sup>2</sup> kleiner is dan de kritieke *X*<sup>2</sup>.
* Er is geen statistisch verband tussen inkomen en tevredenheid, omdat de geobserveerde *X*<sup>2</sup> kleiner is dan de kritische *X*<sup>2</sup>. *X*<sup>2</sup>.
* Er is een statistisch verband tussen inkomen en tevredenheid, omdat de geobserveerde *X*<sup>2</sup> groter is dan de kritische *X*<sup>2</sup>. *X*<sup>2</sup>.
* Er is geen statistisch verband tussen inkomen en tevredenheid, omdat de geobserveerde *X*<sup>2</sup> groter is dan de kritische *X*<sup>2</sup>. *X*<sup>2</sup>.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,Dutch,statistical thinking,7c437,inferential statistics/chi-squared,2026-01-12
6961,Inferential_Statistics/vufsw-chisquared-0092-en,vufsw-chisquared-0092-en,"A student at the VU has conducted research on the use of social media among Dutch people. For her thesis, she collected data on the use of Instagram of 297 people. In the following table, the age range of the respondents is plotted according to the question of whether they have an Instagram account (actual observed numbers).  
  
TRUE is the critical Chi-square value when we test whether there is a relationship between these two variables and use an alpha of 5% (α = 0,05)?  
  
![](1641898922841.png)
Answerlist
----------
* 18.31
* 9.49
* 5.99
* 13.28
* 3.84
* 124.3
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,English,statistical literacy,f6bf3,inferential statistics/chi-squared,2026-01-12
6962,Inferential_Statistics/vufsw-chisquared-0092-nl,vufsw-chisquared-0092-nl,"Een student aan de VU heeft onderzoek gedaan naar het gebruik van
sociale media onder Nederlanders. Voor haar thesis verzamelde zij
gegevens over het gebruik van Instagram van 297 mensen. In de volgende
tabel wordt de leeftijdscategorie van de respondenten uitgezet naar de
vraag of ze een Instagram account hebben (feitelijk geobserveerde
aantallen).  
  
Wat is de kritieke Chi-kwadraat waarde wanneer we toetsen of er een
verband is tussen deze twee variabelen en een alpha van 5% hanteren (α =
0,05)?  
  
![](1641898922841.png)
Answerlist
----------
* 18.31
* 9.49
* 5.99
* 13.28
* 3.84
* 124.3
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,Dutch,statistical literacy,cad69,inferential statistics/chi-squared,2026-01-12
6963,Inferential_Statistics/vufsw-chisquared-0099-en,vufsw-chisquared-0099-en,"A researcher did not get an answer from everyone an answer. The table below shows how many people he did or did not receive an answer from.  
H<sub>0</sub>: Gender and answer are independent.  
H<sub>a</sub>: Gender and answer are dependent.  
  
What is your conclusion regarding the null hypothesis? Test with alpha = .05.  
  
![](1641901241116.png)
Answerlist
----------
* We cannot reject the null hypothesis because the p-value is greater than .05.
* We cannot reject the null hypothesis because the p-value is smaller than .05.
* We can reject the null hypothesis because the observed chi-square is greater than .05.
* We can reject the null hypothesis because the observed chi-square is smaller than .05.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,English,statistical literacy,28028,inferential statistics/chi-squared,2026-01-12
6964,Inferential_Statistics/vufsw-chisquared-0099-nl,vufsw-chisquared-0099-nl,"Een onderzoeker heeft bij een bepaalde vraag in zijn survey niet van
iedereen een antwoord gekregen. In onderstaande tabel staat van hoeveel
mensen hij al dan niet een antwoord heeft gekregen.  
H<sub>0</sub>: Geslacht en antwoord zijn onafhankelijk.  
H<sub>a</sub>: Geslacht en antwoord zijn afhankelijk.  
  
Wat is je conclusie wat betreft de nulhypothese? Toets met alpha =
.05.  
  
![](1641901241116.png)
Answerlist
----------
* We kunnen de nulhypothese niet verwerpen, omdat de p-waarde groter is
  dan .05.
* We kunnen de nulhypothese niet verwerpen, omdat de p-waarde kleiner is
  dan .05.
* We kunnen de nulhypothese verwerpen, omdat de geobserveerde chi-square
  groter is dan .05.
* We kunnen de nulhypothese verwerpen, omdat de geobserveerde chi-square
  kleiner is dan .05.
",schoice,inferential statistics/nhst/test statistic/chi-squared,performing analysis,calculator,Dutch,statistical literacy,5ad9a,inferential statistics/chi-squared,2026-01-12
6979,Inferential_Statistics/vufsw-coefficient_t-test-1353-en,vufsw-coefficient_t-test-1353-en,"Field describes a study on the growing interest in cosmetic surgery
treatments. He collected quality of life data from a sample of
respondents, some of whom had undergone cosmetic surgery and some of
whom were still on the waiting list for it (variable: surgery: 0 =
waiting list, 1 = cosmetic surgery). He measured the quality of life at
the time of application for the cosmetic surgery, the 'baseline' quality
of life (variable: Base\_Qol, scale 0-1, a higher score means a higher
quality of life) and after some time, after the surgery had taken place
for those who underwent the surgery directly, but also at the same time
for the group who were still on the waiting list (variable: Post\_Qol,
scale 0-100, a higher score means a higher quality of life).  
  
Below are the results of a regression analysis with the post-measurement
of quality of life as the dependent variable (Post\_Qol), and in which
having or not having had the cosmetic procedure (Surgery) and the
'baseline' quality of life (Base\_Qol) are included in the model. In
addition, in Model 2, the interaction between surgery and baseline
quality of life (Base\_Qol\_surgery) was added to the model.  
![](1602953152623.png)
  
In regression model 1, the t-value of Base\_Qol is omitted. What is the
t-value? Give a number with one decimal
",num,inferential statistics/regression/coefficient t-test,performing analysis,calculator,English,NA,440ff,inferential statistics/coefficient t-test,2026-01-12
6980,Inferential_Statistics/vufsw-coefficient_t-test-1353-nl,vufsw-coefficient_t-test-1353-nl,"Field beschrijft een onderzoek over de groeiende belangstelling voor
cosmetische chirurgische behandelingen. Hij verzamelde data over de
kwaliteit van leven onder een steekproef van respondenten van wie een
deel een cosmetische operatie had ondergaan en een deel nog op de
wachtlijst stond daarvoor (variabele: surgery: 0 = waiting list, 1 =
cosmetic surgery). Hij meet de kwaliteit van leven bij aanmelding voor
de cosmetische ingreep, de ‘baseline’ kwaliteit van leven (variabele:
Base\_Qol, schaal 0-1, een hogere score betekent een hogere kwaliteit
van leven) en na een tijdje, nadat de ingreep had plaatsgevonden voor
degenen die de operatie direct ondergingen, maar ook op hetzelfde moment
voor de groep die nog op de wachtlijst stond (variabele: Post\_Qol,
schaal 0-100, een hogere score betekent een hogere kwaliteit van
leven).  
  
Hieronder staan de resultaten van een regressieanalyse met de nameting
van kwaliteit van leven als afhankelijke variabele (Post\_Qol), en
waarin het wel of niet hebben ondergaan van de cosmetische ingreep
(Surgery) en de ‘baseline’ kwaliteit van leven (Base\_Qol) in het model
zijn opgenomen. In model 2 is bovendien de interactie tussen ‘surgery’
en ‘baseline’ kwaliteit van leven aan het model toegevoegd
(Base\_Qol\_surgery).  
![](1602953152623.png)
  
In **regressiemodel 1** is de t-waarde van Base\_Qol weggelaten. Wat is
de t-waarde? *Geef een getal met één decimaal, verder niets.*
",string,inferential statistics/regression/coefficient t-test,performing analysis,calculator,Dutch,statistical literacy,842f1,inferential statistics/coefficient t-test,2026-01-12
