,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
2383,Inferential_Statistics/eur-inferential_statistics-244-en,eur-inferential_statistics-244-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
What is the Relative Risk (RR) of winning the championship [Champion=1] for Feyenoord fans compared to Ajax fans [Fan]? Report the Relative Risk (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-244-en-data.sav), [CSV file](inferential_statistics-244-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,1a160,Inferential Statistics/Cross tables,2026-01-12
2385,Inferential_Statistics/eur-inferential_statistics-245-en,eur-inferential_statistics-245-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
It is investigated whether the probability of winning the championship [Champion=1] is the same for all cities [City]. If the null hypothesis were true, what would be the expected number of fans from Rotterdam [City=1] that saw their team win a championship [Champion=1]? Report the expected number (using 1 decimal).
**Download**: [SPSS file](inferential_statistics-245-en-data.sav), [CSV file](inferential_statistics-245-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,87d3f,Inferential Statistics/Cross tables,2026-01-12
2387,Inferential_Statistics/eur-inferential_statistics-246-en,eur-inferential_statistics-246-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
The researcher tests whether there is a relation between the team someone is a fan of [Fan] and the city where someone lives. Report the p-value (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-246-en-data.sav), [CSV file](inferential_statistics-246-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,e3fac,Inferential Statistics/Cross tables,2026-01-12
2389,Inferential_Statistics/eur-inferential_statistics-247-en,eur-inferential_statistics-247-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
Someone claims that 45% of all fans are Feyenoord fans. Is this person right or should we reject their claim? Report the obtained p-value (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-247-en-data.sav), [CSV file](inferential_statistics-247-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,1e24f,Inferential Statistics/Cross tables,2026-01-12
2391,Inferential_Statistics/eur-inferential_statistics-248-en,eur-inferential_statistics-248-en,"As you get older, going out becomes more of an exhaustion… the mind is willing, but the body is weak. To be able to advice the aging party-goers, a researcher drew a sample out of all the people visiting a certain nightclub in Rotterdam. The participants in the study were asked to report the amount of minutes they napped before going out and to report the amount of hours they spend partying that night. In addition, they had to fill in a questionnaire that quantified their natural need for sleep, and they needed to indicate whether their friends considered them to be a party-animal or a stay-at-home [Group, where stay-at-home = 0 and party animal = 1]. 
If you want to know the correlation between the amount of hours spent partying [HoursPartying] and the amount of minutes spent napping [MinutesNap], you need to use the Pearson correlation. Give the value of this correlation. (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-248-en-data.sav), [CSV file](eur-inferential_statistics-248-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,English,Statistical Literacy,4e6f0,Inferential Statistics/Pearson,2026-01-12
2393,Inferential_Statistics/eur-inferential_statistics-249-en,eur-inferential_statistics-249-en,"As you get older, going out becomes more of an exhaustion… the mind is willing, but the body is weak. To be able to advise the aging party-goers, a researcher drew a sample out of all the people visiting a certain nightclub in Rotterdam. The participants in the study were asked to report the amount of minutes they napped before going out and to report the amount of hours they spend partying that night. In addition, they had to fill in a questionnaire that quantified their natural need for sleep, and they needed to indicate whether their friends considered them to be a party-animal or a stay-at-home type of person [Group, where stay-at-home = 0 and party animal = 1]. 
What is the Pearson correlation between the amount of hours spent partying [HoursPartying] and the amount of minutes spent napping [MinutesNap] for stay-at-homes [Group=0]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-249-en-data.sav), [CSV file](eur-inferential_statistics-249-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,English,Statistical Literacy,0b170,Inferential Statistics/Pearson,2026-01-12
2395,Inferential_Statistics/eur-inferential_statistics-250-en,eur-inferential_statistics-250-en,"As you get older, going out becomes more of an exhaustion… the mind is willing, but the body is weak. To be able to advise the aging party-goers, a researcher drew a sample out of all the people visiting a certain nightclub in Rotterdam. The participants in the study were asked to report the amount of minutes they napped before going out and to report the amount of hours they spend partying that night. In addition, they had to fill in a questionnaire that quantified their natural need for sleep, and they needed to indicate whether their friends considered them to be a party-animal or a stay-at-home type of person [Group, where stay-at-home = 0 and party animal = 1]. 
Determine to what extent you can predict the amount of hours someone spent partying [HoursPartying] from the amount of minutes that they napped [MinutesNap]. What is the value of the test statistic for the entire model in which you predict hours spent partying [HoursPartying] using amount of minutes spent napping [MinutesNap]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-250-en-data.sav), [CSV file](eur-inferential_statistics-250-en-data.csv)
",num,"Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/NHST/Test statistic/t-statistic",Performing analysis,SPSS,English,Statistical Literacy,8bc22,Inferential Statistics/Simple linear regression,2026-01-12
2397,Inferential_Statistics/eur-inferential_statistics-251-en,eur-inferential_statistics-251-en,"As you get older, going out becomes more of an exhaustion… the mind is willing, but the body is weak. To be able to advise the aging party-goers, a researcher drew a sample out of all the people visiting a certain nightclub in Rotterdam. The participants in the study were asked to report the amount of minutes they napped before going out and to report the amount of hours they spend partying that night. In addition, they had to fill in a questionnaire that quantified their natural need for sleep, and they needed to indicate whether their friends considered them to be a party-animal or a stay-at-home type of person [Group, where stay-at-home = 0 and party animal = 1]. 
If you want to know which independent variable (predictor) out of a set of two independent variables, measured on different scales [MinutesNap and Group], gives the best prediction of the amount of hours someone spent partying [HoursPartying], where do you need to look? Give the value of the relevant coefficient for the worst predictor. (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-251-en-data.sav), [CSV file](eur-inferential_statistics-251-en-data.csv)
",num,"Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/Regression/Standardized coefficient",Performing analysis,SPSS,English,Statistical Literacy,4973c,Inferential Statistics/Simple linear regression,2026-01-12
2399,Inferential_Statistics/eur-inferential_statistics-252-en,eur-inferential_statistics-252-en,"As you get older, going out becomes more of an exhaustion… the mind is willing, but the body is weak. To be able to advise the aging party-goers, a researcher drew a sample out of all the people visiting a certain nightclub in Rotterdam. The participants in the study were asked to report the amount of minutes they napped before going out and to report the amount of hours they spend partying that night. In addition, they had to fill in a questionnaire that quantified their natural need for sleep, and they needed to indicate whether their friends considered them to be a party-animal or a stay-at-home type of person [Group, where stay-at-home = 0 and party animal = 1]. 
Add a variable NeedSleep to a model that only has MinutesNap as a predictor variable to predict the amount of hours someone spent partying [HoursPartying]. What is the difference in explained variance between a model with just MinutesNap and a model with both MinutesNap and NeedSleep? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-252-en-data.sav), [CSV file](eur-inferential_statistics-252-en-data.csv)
",num,"Inferential Statistics/Regression/R squared, Inferential Statistics/Regression/Multiple linear regression/R squared change",Performing analysis,SPSS,English,Statistical Literacy,e7601,Inferential Statistics/R squared,2026-01-12
2408,Inferential_Statistics/eur-inferential_statistics-256-nl,eur-inferential_statistics-256-nl,"Je hoort heel vaak dat mensen uit grote gezinnen socialer zijn dan mensen die bijvoorbeeld enig kind waren. Een onderzoeker die zelf enig kind was vindt dit onzin. Nu besluit hij in zijn eentje een onderzoek te doen dat aantoont dat de stelling niet waar is. Hij trekt daarvoor een steekproef uit de Nederlandse bevolking en neemt bij de deelnemers een vragenlijst af om hun mate van socialiteit te bepalen. Daarnaast stelt hij vast of een deelnemer man [Geslacht = 0] of vrouw [Geslacht = 1] is, en of de deelnemer enig kind is [Gezin = 1], 1 of 2 broers/zussen heeft [Gezin = 2], of meer dan 2 broers/zussen heeft [Gezin = 3].
Voeg de variabele gezin toe. Voeg nu geslacht toe als tweede factor. Wat is de Sum of Squares voor de factor met het minst significante hoofdeffect? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-256-nl-data.sav), [CSV file](eur-inferential_statistics-256-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,"Interpreting output, Performing analysis",SPSS,Dutch,Statistical Literacy,1ff77,Inferential Statistics/Twoway ANOVA,2026-01-12
2412,Inferential_Statistics/eur-inferential_statistics-258-nl,eur-inferential_statistics-258-nl,"Je hoort heel vaak dat mensen uit grote gezinnen socialer zijn dan mensen die bijvoorbeeld enig kind waren. Een onderzoeker die zelf enig kind was vindt dit onzin. Nu besluit hij in zijn eentje een onderzoek te doen dat aantoont dat de stelling niet waar is. Hij trekt daarvoor een steekproef uit de Nederlandse bevolking en neemt bij de deelnemers een vragenlijst af om hun mate van socialiteit te bepalen. Daarnaast stelt hij vast of een deelnemer man [Geslacht = 0] of vrouw [Geslacht = 1] is, en of de deelnemer enig kind is [Gezin = 1], 1 of 2 broers/zussen heeft [Gezin = 2], of meer dan 2 broers/zussen heeft [Gezin = 3].
Wat is de effect size [partial eta squared] van het interactie-effect van type gezin [Gezin] en geslacht [Geslacht]? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-258-nl-data.sav), [CSV file](eur-inferential_statistics-258-nl-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Inferential Statistics/Effect size/Eta squared",Performing analysis,SPSS,Dutch,Statistical Literacy,fdc60,Inferential Statistics/Twoway ANOVA,2026-01-12
2413,Inferential_Statistics/eur-inferential_statistics-259-en,eur-inferential_statistics-259-en,"A teacher wonders whether the mean grade for methods theory (variable: methods theory) for students living away from home [Residential = 0] differs from the mean for students living at home [Residential = 1]. Perform the analysis and provide the t-value (to 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-259-en-data.sav), [CSV file](eur-inferential_statistics-259-en-data.csv)
",num,"Inferential Statistics/NHST/Test statistic/t-statistic, Inferential Statistics/Parametric Techniques/t-test/Independent samples means",Performing analysis,SPSS,English,Statistical Literacy,f6e3f,Inferential Statistics/t-statistic,2026-01-12
2415,Inferential_Statistics/eur-inferential_statistics-260-en,eur-inferential_statistics-260-en,"Test whether the mean grade on exam 4 (variable subject4) is significantly different from the mean grade on exam 5 (variable subject5). Write the t-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-260-en-data.sav), [CSV file](eur-inferential_statistics-260-en-data.csv)
",num,"Inferential Statistics/NHST/Test statistic/t-statistic, Inferential Statistics/Parametric Techniques/t-test/Paired samples",Performing analysis,SPSS,English,Statistical Literacy,3d287,Inferential Statistics/t-statistic,2026-01-12
2417,Inferential_Statistics/eur-inferential_statistics-261-en,eur-inferential_statistics-261-en,"Test whether the mean grade on exam 6 (variable vak6) for students living away from home [Woon = 0] is significantly different from the mean for students living at home [Woon = 1]. Write the p-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-260-en-data.sav), [CSV file](eur-inferential_statistics-261-en-data.csv)
",num,"Inferential Statistics/NHST/p-value, Inferential Statistics/Parametric Techniques/t-test/Independent samples means",Performing analysis,SPSS,English,Statistical Literacy,f2110,Inferential Statistics/p-value,2026-01-12
2419,Inferential_Statistics/eur-inferential_statistics-262-en,eur-inferential_statistics-262-en,"A teacher wonders whether the mean grade for macroeconomics (variable: macro_economics) for students living away from home [Residential = 0] differs from the mean for students living at home [Residential = 1]. Perform the analysis and provide the p-value of the Levene's Test (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-262-nl-data.sav), [CSV file](eur-inferential_statistics-262-nl-data.csv)
",num,"Inferential Statistics/NHST/p-value, Inferential Statistics/Parametric Techniques/t-test/Independent samples means, Assumptions/Homogeneity of variance/Levene's test",Performing analysis,SPSS,English,Statistical Literacy,36741,Inferential Statistics/p-value,2026-01-12
2421,Inferential_Statistics/eur-inferential_statistics-263-en,eur-inferential_statistics-263-en,"A teacher wonders whether the mean grade for logic (variable logic) for students living away from home [Residential = 0] differs from the mean for students living at home [Residential = 1]. Perform the analysis and provide the p-value of the Levene's Test (with 3 decimal places).  
* Download**: [SPSS file](eur-inferential_statistics-263-nl-data.sav), [CSV file](eur-inferential_statistics-263-nl-data.csv)
",num,"Assumptions/Homogeneity of variance/Levene's test, Inferential Statistics/Parametric Techniques/t-test/Independent samples means",Performing analysis,SPSS,English,Statistical Literacy,d61ef,Assumptions/Levene's test,2026-01-12
2423,Inferential_Statistics/eur-inferential_statistics-264-en,eur-inferential_statistics-264-en,"Test whether the mean grade on exam 4 (variable subject4) is significantly different from the mean grade on exam 3 (variable subject3). Write the t-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-264-en-data.sav), [CSV file](eur-inferential_statistics-264-en-data.csv)
",num,"Inferential Statistics/NHST/Test statistic/t-statistic, Inferential Statistics/Parametric Techniques/t-test/Paired samples",Performing analysis,SPSS,English,Statistical Literacy,647fe,Inferential Statistics/t-statistic,2026-01-12
2425,Inferential_Statistics/eur-inferential_statistics-265-en,eur-inferential_statistics-265-en,"Test whether the mean grade on exam 1 (variable subject1) for students living at home [Live = 1] differs significantly from the mean of students no longer living at home [Live = 0]. Write the p-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-265-en-data.sav), [CSV file](eur-inferential_statistics-265-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,23380,Inferential Statistics/Independent samples means,2026-01-12
2429,Inferential_Statistics/eur-inferential_statistics-267-en,eur-inferential_statistics-267-en,"Test whether the mean grade on course exam 1.6 (variable course1_6) for students living with their parents [livingparent = 1] deviates significantly from the mean grade of students who live away from their parents [livingparent = 0]. Write the observed p-value in the answer box (with 3 decimal places). Caution: Report the p-value SPSS gives. You do not have to divide by 2.
**Download**: [SPSS file](eur-inferential_statistics-267-en-data.sav), [CSV file](eur-inferential_statistics-267-en-data.csv)
",num,"Inferential Statistics/NHST/p-value, Inferential Statistics/Parametric Techniques/t-test/Independent samples means",Performing analysis,SPSS,English,Statistical Literacy,52616,Inferential Statistics/p-value,2026-01-12
2431,Inferential_Statistics/eur-inferential_statistics-401-en,eur-inferential_statistics-401-en,"A knowledge test on alcohol contains 20 items and is administered to 202 high school students. The variable [total score] gives the total correct scores. Gender (0 = woman; 1 = man) and alcohol use (0 = very often; 1 = often; 2 = sometimes; 3 = never) are also included in the dataset. 
A researcher wants to investigate whether he can predict the total score with an IQ score and wonders whether this relation is different for boys and girls. Conduct a regression analysis to investigate this question. What is the unstandardized regression coefficient of the interaction effect gender x IQ score? Note: Make sure that gender is coded as 0 for the girls and 1 for the boys. (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-inferential_statistics-401-en-data.sav), [CSV file](eur-inferential_statistics-401-en-data.csv)
",num,"Inferential Statistics/Regression/Slope, Inferential Statistics/Regression/Simple linear regression","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,5ea1c,Inferential Statistics/Slope,2026-01-12
2433,Inferential_Statistics/eur-inferential_statistics-402-en,eur-inferential_statistics-402-en,"A knowledge test on alcohol contains 20 items and is administered to 202 high school students. The variable [total score] gives the total correct scores. Gender (0 = woman; 1 = man) and alcohol use (0 = very often; 1 = often; 2 = sometimes; 3 = never) are also included in the dataset. 
A researcher thinks that there is a difference in total score between students who drink a) very often, b) often,  c) sometimes, and d) never (variable [alcohol_use]). Conduct an Anova to investigate the difference in alcohol use among these groups of students. What is the effect size (partial eta squared) of this effect? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-inferential_statistics-402-en-data.sav), [CSV file](eur-inferential_statistics-402-en-data.csv)
",num,"Inferential Statistics/Effect size/Eta squared, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,6f41e,Inferential Statistics/Eta squared,2026-01-12
2435,Inferential_Statistics/eur-inferential_statistics-403-en,eur-inferential_statistics-403-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. Also included in the dataset are IQ scores, scale scores and the amount of alcohol use (1 = very often; 2 = often; 3 = sometimes; 4 = never).
The researcher wants to investigate whether he can predict the scale score with IQ (variable [IQ])and wonders whether this relation is different for boys and girls. Conduct a regression analysis to investigate this question. What is the standard error of the regression coefficient of the interaction effect gender x IQ? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-inferential_statistics-403-en-data.sav), [CSV file](eur-inferential_statistics-403-en-data.csv)
",num,"Inferential Statistics/Regression/Slope, Inferential Statistics/Regression/Simple linear regression","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,aed63,Inferential Statistics/Slope,2026-01-12
2437,Inferential_Statistics/eur-inferential_statistics-404-en,eur-inferential_statistics-404-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. Also included in the dataset are IQ scores, scale scores and the amount of alcohol use (1 = very often; 2 = often; 3 = sometimes; 4 = never).
The researcher thinks that there is a difference in scale score between adolescents who drink a) very often, b) often,  c) sometimes, and d) never (variable [alcohol_use]). Conduct an Anova to investigate the difference in alcohol use among these four groups. What is the effect size (partial eta squared) of this effect? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-inferential_statistics-404-en-data.sav), [CSV file](eur-inferential_statistics-404-en-data.csv)
",num,"Inferential Statistics/Effect size/Eta squared, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,dc0b7,Inferential Statistics/Eta squared,2026-01-12
6100,Inferential_Statistics/vufgb-multilevel_analysis-019-nl,vufgb-multilevel_analysis-019-nl,"
In een Linear Mixed Model wordt de volgende variantieschatting gevonden voor de regressiecoëfficiënt van tijd: 25.25 (se=12.12). Voer de juiste Wald toets uit (zoals deze ook in de SPSS output voor Mixed Models wordt gegeven) om te toetsen of er significante variatie is in het effect van Tijd. 
  
Answerlist
----------
* $Chi^{2} = 4.34$. De gevonden $Chi^{2}$-waarde is groter dan 3.84, dus de bijbehorende *p*-waarde kleiner dan .05. Dit betekent dat er wel significante variatie is in effect van tijd.
* $Chi^{2} = 4.34$. De gevonden $Chi^{2}$-waarde is groter dan 3.84, dus de bijbehorende *p*-waarde groter dan .05. Dit betekent dat er geen significante variatie is in effect van tijd.
* $z = 2.08$. De gevonden z-waarde is groter dan 1.96, dus de bijbehorende *p*-waarde groter dan .05. Dit betekent dat er geen significante variatie is in effect van tijd.
* $z = 2.08$. De gevonden z-waarde is groter dan 1.96, dus de bijbehorende *p*-waarde kleiner dan .05. Dit betekent dat er wel significante variatie is in effect van tijd.
",schoice,Inferential Statistics/Multilevel Analysis,Performing analysis,SPSS,Dutch,Statistical Thinking,5d69f,Inferential Statistics/Multilevel Analysis,2026-01-12
6113,Inferential_Statistics/vufgb-multilevelanalysis-005-en,vufgb-multilevelanalysis-005-en,"
A linear mixed model analysis in SPSS gives the following results for the random effects. Perform the Wald test to test whether the random slope is significant.
![](vufgb-multilevelanalysis-005-nl-table01.jpg)
  
Answerlist
----------
* Wald $Z = 1.33$, $p < .05$ so significant.
* Wald $Z = 2.50$, $p < .05$ so significant.
* Wald $Z = 1.33$, $p > .05$ so not significant.
* Wald $Z = 2.50$, $p > .05$ so not significant.
",schoice,"Inferential Statistics/Multilevel Analysis, Inferential Statistics/Regression/Slope",Performing analysis,SPSS,English,Statistical Thinking,7e153,Inferential Statistics/Multilevel Analysis,2026-01-12
6220,Inferential_Statistics/vufgb-multiplelinearregression-036-en,vufgb-multiplelinearregression-036-en,"
In a sample of 50 children from youth services, we examine whether there is an association between the number of traumatic events experienced and internalizing behavior problems. Age is controlled for in the multiple regression analysis.
Using the data in the SPSS table below, test whether the above relationship is significant.
![](vufgb-multiplelinearregression-036-nl-table01.jpg)
  
Answerlist
----------
* $t = 3.97,\;df = 47,\;p < .001$
* $t = 3.97,\;df = 48,\;p < .001$
* $t = 0.95,\;df = 47,\;p > .05$
* $t = 0.95,\;df = 48,\;p > .05$
",schoice,Inferential Statistics/Regression/Multiple linear regression,"Performing analysis, Interpreting output",SPSS,English,Statistical Thinking,c466b,Inferential Statistics/Multiple linear regression,2026-01-12
6794,Inferential_Statistics/vufgb-tstatistic-004-en,vufgb-tstatistic-004-en,"
The SPSS table below shows the results of a multiple regression analysis with no interaction. Perform a *t* test to determine if there is an association between Anxiety Disposition and Anxiety at Presentation, statistically controlled for Age (*N* = 412).
![](vufgb-tstatistic-004-en-table01.jpg)
  
Answerlist
----------
* *t*=16.51 > 1.96, so there is a correlation.
* 1.96 < *t*=16.51, so there is no correlation.
* *t*=16.26 > 1.96, so there is a correlation.
* 1.96 < *t*=16.26, so there is no relationship.
",schoice,Inferential Statistics/NHST/Test statistic/t-statistic,Performing analysis,SPSS,English,Statistical Thinking,319f4,Inferential Statistics/t-statistic,2026-01-12
8983,Reliability/eur-reliability-121-en,eur-reliability-121-en,"* Ork for psychologists and educators.*
A scientist has been tasked with investigating whether psychology and education graduates succeed in finding level jobs. To this end, the researcher designed his own questionnaire consisting of 12 Likert items with 5 response options ranging from completely disagree (1) to completely agree (5). An example of an item is: I had to put a lot of effort to find a job vacancy for a level job. The responses of 608 educators and psychologists to the 12 items are shown in the data file, with the variable [psy_ped] distinguishing educators (1) and psychologists (2). NOTES. The total score across the 12 items indicates how difficult a person finds it to find a level job. The higher the total score the harder he/she finds it to find a level job.
Open the data file.
Do a reliability analysis for the questionnaire designed consisting of 12 Likert items. What is the variance of the scale (scale) if all items are included? (2 decimal places)
**Download**: [SPSS file](eur-reliability-121-en-data.sav), [CSV file](eur-reliability-121-en-data.csv)
",num,"Reliability/Analysis/Cronbach's alpha, Descriptive statistics/Summary Statistics/Measures of Spread/Standard Deviation",Performing analysis,SPSS,English,Statistical Literacy,3a518,Reliability/Cronbach's alpha,2026-01-12
8985,Reliability/eur-reliability-122-en,eur-reliability-122-en,"*Work for psychologists and educators.*
A scientist has been tasked with investigating whether psychology and education graduates succeed in finding level jobs. To this end, the researcher designed his own questionnaire consisting of 12 Likert items with 5 response options ranging from completely disagree (1) to completely agree (5). An example of an item is: I had to put a lot of effort to find a job vacancy for a level job. The responses of 608 educators and psychologists to the 12 items are shown in the data file, with the variable [psy_ped] distinguishing educators (1) and psychologists (2). NOTES. The total score across the 12 items indicates how difficult a person finds it to find a level job. The higher the total score the harder he/she finds it to find a level job.
Open the data file.
What is the Spearman-Brown split-half reliability of the questionnaire? (3 decimal places)
**Download**: [SPSS file](eur-reliability-122-en-data.sav), [CSV file](eur-reliability-122-en-data.csv)
",num,Reliability/Analysis/Split half,Performing analysis,SPSS,English,Statistical Literacy,9ad7e,Reliability/Split half,2026-01-12
8987,Reliability/eur-reliability-123-en,eur-reliability-123-en,"*Work for psychologists and educators.*
A scientist has been tasked with investigating whether psychology and education graduates succeed in finding level jobs. To this end, the researcher designed his own questionnaire consisting of 12 Likert items with 5 response options ranging from completely disagree (1) to completely agree (5). An example of an item is: I had to put a lot of effort to find a job vacancy for a level job. The responses of 608 educators and psychologists to the 12 items are shown in the data file, with the variable [psy_ped] distinguishing educators (1) and psychologists (2). NOTES. The total score across the 12 items indicates how difficult a person finds it to find a level job. The higher the total score the harder he/she finds it to find a level job.
Open the data file.
Previous research has shown that psychologists have more difficulty finding a job than educators. For this reason, a researcher wants to calculate the reliability of the questionnaire for psychologists and educators separately (variable [psy_ped] ). What is the reliability (Cronbach's Alpha) of the questionnaire for pedagogues? (3 decimal places)

**Download**: [SPSS file](eur-reliability-123-en-data.sav), [CSV file](eur-reliability-123-en-data.csv)
",num,"Reliability/Analysis/Cronbach's alpha, Descriptive statistics/Summary Statistics/Measures of Spread/Standard Deviation",Performing analysis,SPSS,English,Statistical Literacy,f42bb,Reliability/Cronbach's alpha,2026-01-12
9019,Reliability/eur-reliability-401-en,eur-reliability-401-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed a questionnaire with 12 items using Likert scales ranging from 1 (completely disagree) to 5 (completely agree). An example of an item is: When I go out, I often consume more than 5 alcoholic beverages. The answers of 608 adolescent girls (1) and boys (2) to the 12 items are in the dataset. Note: higher scores on the questionnaire reflect more alcohol abuse.
Conduct a reliability analysis. What is the scale variance when all the items are included? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-reliability-401-en-data.sav), [CSV file](eur-reliability-401-en-data.csv)
",num,"Reliability/Descriptives, Reliability/Analysis/Cronbach's alpha","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,5e55c,Reliability/Descriptives,2026-01-12
9021,Reliability/eur-reliability-402-en,eur-reliability-402-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed a questionnaire with 12 items using Likert scales ranging from 1 (completely disagree) to 5 (completely agree). An example of an item is: When I go out, I often consume more than 5 alcoholic beverages. The answers of 608 adolescent girls (1) and boys (2) to the 12 items are in the dataset. Note: higher scores on the questionnaire reflect more alcohol abuse.
What is the Spearman-Brown split-half reliability? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-reliability-402-en-data.sav), [CSV file](eur-reliability-402-en-data.csv)
",num,Reliability/Analysis/Split half,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,a1d20,Reliability/Split half,2026-01-12
